query-id	corpus-id	score
715	6512	1
697	4493	1
538	1032	1
706	4493	1
1073	1402	1
1043	1064	1
278	1156	1
71	4535	1
296	1267	1
706	4490	1
1012	876	1
833	6727	1
896	859	1
208	18764	1
700	4490	1
145	4706	1
536	2335	1
731	5563	1
1074	7090	1
1	1391	1
696	4483	1
71	4545	1
161	1776	1
667	7117	1
949	2014	1
666	13219	1
248	1287	1
729	6627	1
156	1769	1
687	4491	1
109	4752	1
390	1415	1
683	4757	1
156	1770	1
51	5912	1
687	4506	1
299	1148	1
661	13311	1
1070	21116	1
489	5481	1
496	4822	1
714	6510	1
687	4479	1
181	1126	1
792	5563	1
707	4758	1
731	6593	1
18	2503	1
856	5563	1
455	2248	1
1012	842	1
705	4496	1
383	1368	1
317	1055	1
703	4488	1
71	4558	1
233	18761	1
732	5566	1
624	13915	1
134	5979	1
51	5926	1
683	4508	1
159	1777	1
682	4492	1
158	1066	1
1073	1412	1
580	4795	1
118	5961	1
708	4757	1
161	1283	1
708	4500	1
429	2335	1
1057	936	1
314	1087	1
660	13263	1
619	4531	1
624	13906	1
165	1820	1
307	1308	1
763	4642	1
836	12030	1
445	5489	1
237	1011	1
67	2807	1
660	13274	1
660	13220	1
129	5966	1
452	1078	1
706	4509	1
58	14529	1
683	4496	1
71	4532	1
803	2475	1
698	4757	1
706	4752	1
549	1490	1
774	12033	1
174	1824	1
393	1356	1
71	4519	1
51	14463	1
592	3822	1
51	14476	1
860	5561	1
661	2220	1
856	5566	1
667	6340	1
683	4499	1
699	4762	1
52	5901	1
703	4760	1
211	18765	1
709	4504	1
609	5715	1
700	4507	1
22	5740	1
770	12021	1
1059	22233	1
1021	4642	1
699	4770	1
840	2469	1
710	4501	1
574	1279	1
703	4508	1
1022	7156	1
715	6536	1
1027	7157	1
159	1062	1
558	1095	1
808	5114	1
557	1102	1
625	13874	1
680	13454	1
157	1702	1
52	5904	1
660	13221	1
308	1326	1
667	7116	1
611	5717	1
1015	4789	1
715	6513	1
52	5915	1
731	6725	1
611	4686	1
749	5570	1
416	2334	1
709	4749	1
1073	1384	1
52	5879	1
109	4485	1
838	4795	1
1050	4498	1
773	12287	1
580	4793	1
109	4479	1
687	4494	1
693	4758	1
708	4488	1
703	4767	1
619	4558	1
52	5914	1
552	1277	1
832	5567	1
52	14527	1
723	13220	1
416	2335	1
51	5895	1
51	5906	1
697	4492	1
1017	5134	1
249	1281	1
102	5953	1
1	1423	1
127	5976	1
428	1095	1
940	2494	1
70	2132	1
708	4478	1
237	1009	1
502	13307	1
530	2334	1
714	6539	1
502	13308	1
700	4759	1
690	4748	1
699	4484	1
647	6110	1
716	6531	1
504	6516	1
831	5565	1
731	5565	1
324	5516	1
680	13440	1
572	1146	1
308	1322	1
317	1210	1
713	4402	1
239	4495	1
682	4482	1
1066	21077	1
710	4506	1
697	4503	1
416	1071	1
716	6759	1
52	5907	1
710	4483	1
513	6531	1
58	14525	1
1066	21078	1
706	4764	1
695	4488	1
382	4697	1
52	14507	1
297	1146	1
70	2151	1
1097	6617	1
705	4488	1
598	4827	1
695	4766	1
580	4788	1
67	2789	1
52	5893	1
706	4488	1
99	5963	1
707	4765	1
1	1426	1
696	4505	1
821	6593	1
298	1146	1
695	4483	1
99	5970	1
716	2220	1
212	18765	1
278	1151	1
1069	21120	1
451	1084	1
906	870	1
71	4565	1
252	1284	1
602	4797	1
141	4706	1
248	1276	1
226	18760	1
706	4505	1
51	5910	1
1023	7158	1
1	1359	1
99	5969	1
799	5565	1
109	4768	1
19	2222	1
698	4492	1
67	2792	1
249	1283	1
317	1150	1
696	4490	1
680	13444	1
52	5868	1
1014	874	1
709	4768	1
625	13882	1
221	18761	1
698	4506	1
705	4494	1
1022	1585	1
690	4752	1
698	4491	1
695	4479	1
73	4543	1
595	5154	1
599	4827	1
51	5882	1
1023	1591	1
1000	841	1
393	1355	1
698	4497	1
239	4509	1
165	1834	1
165	1821	1
1023	4642	1
584	4798	1
716	6534	1
705	4480	1
18	2504	1
252	1286	1
1075	6293	1
696	4503	1
195	1014	1
41	2844	1
558	1102	1
484	5455	1
690	4497	1
814	12030	1
483	5456	1
687	4760	1
715	6539	1
667	6335	1
24	2844	1
752	5815	1
1022	1589	1
1069	21116	1
667	7113	1
715	6521	1
1106	22234	1
1076	21117	1
1019	4642	1
249	1284	1
574	1281	1
736	5566	1
1080	21122	1
1070	21118	1
594	5717	1
707	4752	1
660	13229	1
621	13875	1
111	5961	1
862	6447	1
953	2494	1
682	4768	1
1073	1360	1
70	2127	1
52	5897	1
697	4489	1
741	5561	1
52	5902	1
840	611	1
1079	21115	1
690	4755	1
351	1087	1
591	5149	1
1108	7072	1
566	22225	1
189	2329	1
1023	1593	1
723	13221	1
252	1274	1
697	4770	1
586	4835	1
698	4759	1
82	5863	1
833	6447	1
51	14477	1
697	4490	1
44	5565	1
716	6517	1
970	9971	1
703	4769	1
697	4749	1
700	4753	1
1050	4484	1
563	1104	1
586	4826	1
624	13911	1
1023	7160	1
1021	4821	1
52	14505	1
588	4836	1
165	1819	1
698	4762	1
741	5564	1
697	4486	1
847	838	1
844	845	1
73	4474	1
900	872	1
557	1096	1
137	5953	1
1050	4495	1
910	868	1
660	13233	1
680	13449	1
736	5564	1
243	1279	1
151	15593	1
187	2328	1
1091	6617	1
248	1274	1
109	4482	1
716	6509	1
682	4758	1
619	4542	1
703	4764	1
277	933	1
406	2330	1
705	4481	1
241	1278	1
306	1310	1
271	1100	1
697	4504	1
1095	5989	1
608	3822	1
52	5885	1
276	1142	1
1023	1594	1
1070	21119	1
695	4491	1
706	4771	1
1073	1371	1
240	6570	1
487	5458	1
98	10117	1
544	5456	1
744	5562	1
698	4753	1
683	4768	1
1030	7164	1
157	1707	1
391	1355	1
666	13266	1
162	1717	1
159	1771	1
162	1779	1
1073	1380	1
699	4750	1
558	1099	1
1041	4791	1
736	5563	1
706	4765	1
1023	1596	1
602	4793	1
51	5880	1
648	6106	1
287	1105	1
1	1356	1
717	6728	1
1076	21114	1
397	5454	1
687	4761	1
715	6528	1
884	2072	1
643	6110	1
619	4565	1
249	1278	1
986	838	1
239	4507	1
71	4547	1
697	4753	1
1	1412	1
715	6531	1
1079	21124	1
55	14415	1
788	5961	1
716	6513	1
73	4463	1
513	2230	1
158	1777	1
277	1096	1
177	1824	1
1073	1363	1
408	2335	1
67	2838	1
326	1055	1
862	5567	1
695	4750	1
731	6627	1
709	4502	1
222	18760	1
99	5989	1
318	5461	1
865	857	1
687	4503	1
1	1420	1
452	2334	1
600	4902	1
324	1056	1
923	835	1
595	5152	1
76	5714	1
647	6109	1
159	1068	1
272	1102	1
71	4550	1
1	1424	1
693	4490	1
67	2809	1
552	1276	1
1027	1586	1
706	4483	1
598	4828	1
660	13267	1
693	4491	1
705	4505	1
667	7115	1
319	6502	1
237	1010	1
51	5898	1
569	1148	1
667	6334	1
44	5562	1
716	6515	1
763	4788	1
599	4834	1
159	1058	1
148	15589	1
680	13439	1
802	1368	1
240	6569	1
109	4759	1
555	1277	1
862	6627	1
290	932	1
1073	1425	1
1073	1391	1
555	1286	1
19	2504	1
700	4767	1
660	13215	1
1045	4642	1
73	4553	1
555	1289	1
763	4789	1
1	1419	1
566	22227	1
1	1368	1
860	5562	1
695	4506	1
18	2505	1
248	1284	1
716	6520	1
619	4522	1
267	1277	1
722	6121	1
693	4510	1
619	4525	1
1027	1596	1
697	4479	1
690	4761	1
1073	1379	1
706	4501	1
717	6730	1
273	1155	1
708	4503	1
51	5903	1
1	1386	1
699	4759	1
1042	4642	1
697	4760	1
1098	6619	1
705	4509	1
1078	21119	1
683	4759	1
660	13248	1
244	1280	1
97	10117	1
52	5884	1
297	1148	1
1069	21124	1
751	2504	1
609	5717	1
780	12034	1
109	4491	1
121	5961	1
707	4761	1
70	2147	1
772	12287	1
480	16000	1
1070	21123	1
433	5154	1
503	6531	1
703	4501	1
660	13271	1
706	4750	1
235	1126	1
858	5562	1
583	4788	1
592	3821	1
162	1780	1
779	12032	1
51	5896	1
660	13227	1
97	10111	1
353	1087	1
619	4557	1
49	2844	1
1073	1393	1
307	1309	1
697	4755	1
794	1670	1
1024	7157	1
700	4482	1
763	4791	1
805	6596	1
1029	7166	1
715	6519	1
903	862	1
52	5876	1
920	2504	1
239	4485	1
291	2222	1
698	4754	1
860	5563	1
70	2149	1
241	1280	1
682	4495	1
978	2506	1
1068	21122	1
917	868	1
306	1311	1
586	4832	1
210	4697	1
747	5568	1
905	870	1
1030	7161	1
259	1277	1
580	4787	1
544	1079	1
1050	4503	1
1023	7159	1
38	16678	1
589	4834	1
703	4504	1
706	4507	1
591	5151	1
970	7250	1
237	16001	1
754	12024	1
1107	6331	1
586	4829	1
699	4478	1
157	1704	1
38	16501	1
683	4764	1
598	4830	1
715	6526	1
306	1314	1
1023	5154	1
626	13873	1
87	5811	1
120	5976	1
366	1403	1
589	4831	1
708	4490	1
1096	6617	1
249	1280	1
695	4503	1
73	4548	1
639	6108	1
48	5565	1
618	4787	1
687	4484	1
700	4769	1
695	4504	1
1030	7162	1
666	13293	1
490	5470	1
1050	3949	1
680	13446	1
693	4764	1
159	1770	1
619	4552	1
660	13224	1
71	4526	1
158	1055	1
706	4499	1
791	5563	1
237	15998	1
900	871	1
135	4488	1
714	6520	1
161	1774	1
1	1401	1
293	2222	1
833	5564	1
290	1098	1
833	6631	1
399	4821	1
700	4762	1
1050	4491	1
30	17094	1
836	12012	1
196	1010	1
457	2242	1
52	5896	1
52	5906	1
979	858	1
764	5103	1
1	1373	1
99	5987	1
709	4509	1
1	1399	1
1069	21123	1
552	1281	1
487	5457	1
1079	21120	1
628	13903	1
1008	875	1
695	4493	1
619	4563	1
910	869	1
620	13875	1
574	1283	1
1	1388	1
908	869	1
667	6343	1
710	4480	1
1058	931	1
680	13442	1
831	5567	1
468	1087	1
682	4502	1
700	4495	1
706	4503	1
772	12035	1
1073	1397	1
800	2035	1
1060	22226	1
707	4760	1
714	6523	1
483	1079	1
588	4826	1
975	856	1
1	1392	1
1073	1400	1
158	1774	1
710	4488	1
109	4489	1
71	4562	1
709	4765	1
707	4762	1
107	5990	1
693	4763	1
99	5968	1
1019	4790	1
380	5414	1
71	4543	1
621	13882	1
687	4504	1
51	5865	1
67	2785	1
139	5973	1
361	1355	1
623	13902	1
135	4509	1
359	1355	1
698	4769	1
85	5815	1
698	4748	1
708	4487	1
240	6568	1
682	4750	1
51	5904	1
690	4756	1
838	4699	1
1108	6293	1
708	4753	1
563	1142	1
696	4489	1
1027	1584	1
697	4485	1
248	1277	1
695	4507	1
683	4479	1
690	4751	1
660	13226	1
580	4794	1
571	1148	1
518	6531	1
600	4900	1
1083	6620	1
71	4541	1
51	5894	1
597	5716	1
1	1389	1
706	4748	1
162	1706	1
789	5566	1
52	5910	1
682	4752	1
98	10111	1
1050	4502	1
158	1769	1
946	614	1
706	4506	1
568	936	1
624	13916	1
608	5153	1
698	4490	1
361	1363	1
99	5990	1
697	4764	1
698	4496	1
73	4547	1
50	14528	1
840	833	1
709	4498	1
682	4762	1
1004	845	1
660	13277	1
99	5976	1
244	1275	1
1073	1381	1
181	1128	1
67	2824	1
19	2220	1
682	4496	1
695	4771	1
655	13522	1
700	4748	1
143	4706	1
683	4487	1
619	4533	1
250	1282	1
277	1099	1
814	12032	1
683	4765	1
683	4754	1
932	846	1
318	5458	1
583	4787	1
70	2137	1
252	1276	1
603	4791	1
714	6532	1
696	4498	1
51	5892	1
680	13451	1
1078	21117	1
75	5854	1
698	4494	1
1073	1356	1
51	14458	1
1022	1595	1
799	5564	1
52	5920	1
97	10119	1
106	5064	1
588	4829	1
687	4748	1
89	5855	1
73	4544	1
899	872	1
51	5923	1
144	4706	1
73	4469	1
1068	21117	1
625	13880	1
709	4763	1
647	6108	1
479	1023	1
272	931	1
1015	4699	1
109	4508	1
950	845	1
838	4642	1
630	13494	1
660	13258	1
682	4483	1
555	1275	1
558	932	1
374	5420	1
879	856	1
190	2328	1
428	947	1
603	4794	1
156	1771	1
239	4492	1
797	1491	1
439	5469	1
687	4765	1
202	7056	1
731	6447	1
836	12034	1
52	5890	1
244	1284	1
268	5569	1
1073	1389	1
693	4509	1
660	13223	1
1073	1417	1
496	4821	1
64	4641	1
722	13223	1
318	5453	1
161	1768	1
28	844	1
680	13447	1
461	2222	1
1060	22231	1
574	1278	1
51	14479	1
599	4826	1
710	4487	1
502	13306	1
99	5958	1
690	4496	1
838	4789	1
703	4483	1
479	1024	1
731	5561	1
97	10113	1
699	4771	1
687	4770	1
55	14416	1
695	4481	1
287	1106	1
709	4493	1
51	14470	1
109	4758	1
71	4514	1
1050	4508	1
558	1096	1
687	4498	1
925	836	1
619	4548	1
518	6598	1
235	1128	1
439	1082	1
99	5957	1
426	2328	1
67	2791	1
1023	7156	1
698	4509	1
248	1288	1
833	5567	1
158	1778	1
683	4501	1
804	12031	1
619	4546	1
683	4510	1
558	1100	1
492	1082	1
663	13221	1
731	6756	1
545	1079	1
204	1329	1
706	4760	1
683	4498	1
1067	21077	1
696	4497	1
703	4758	1
693	4749	1
243	1285	1
73	4545	1
22	5807	1
273	1154	1
716	6516	1
715	6544	1
666	13314	1
920	2503	1
700	4500	1
1022	7160	1
716	6522	1
699	4763	1
695	4751	1
1019	4791	1
714	6526	1
593	5715	1
1	1364	1
715	2220	1
698	4499	1
244	1279	1
455	2249	1
662	13225	1
814	12031	1
708	4749	1
699	4502	1
1029	7165	1
67	2804	1
609	5716	1
754	12025	1
706	4502	1
529	2330	1
682	4760	1
602	4796	1
706	4496	1
1050	4497	1
309	1311	1
700	4492	1
239	4489	1
56	2825	1
328	6559	1
135	4494	1
703	4509	1
1098	6620	1
715	6538	1
714	6545	1
697	4762	1
141	5636	1
660	13237	1
693	4489	1
1027	1593	1
56	2844	1
683	4491	1
929	844	1
1051	4791	1
662	13223	1
90	5853	1
179	18756	1
715	6547	1
699	4482	1
628	13905	1
705	4507	1
70	2122	1
472	1062	1
700	4496	1
135	4493	1
244	1282	1
563	1106	1
156	1775	1
697	4491	1
695	4749	1
282	1108	1
1019	4699	1
696	4495	1
48	5562	1
1006	873	1
1087	6617	1
683	4751	1
716	6535	1
109	4755	1
250	1283	1
987	881	1
51	5907	1
731	6653	1
1013	876	1
621	13869	1
750	2478	1
985	857	1
836	12033	1
1022	1597	1
770	12027	1
109	4770	1
820	6593	1
967	4791	1
690	4754	1
75	5853	1
453	1079	1
668	13221	1
738	6593	1
622	13869	1
48	5564	1
619	4517	1
318	5463	1
693	4482	1
186	940	1
67	2799	1
1078	21124	1
621	13876	1
716	6546	1
626	13871	1
970	7252	1
502	6531	1
541	16000	1
680	13443	1
700	4497	1
660	13278	1
700	4484	1
1075	7072	1
682	4499	1
290	1102	1
1030	7163	1
385	1384	1
52	5889	1
716	6532	1
1073	1386	1
690	4482	1
1046	5732	1
661	13306	1
1073	1406	1
73	4458	1
705	4492	1
680	13432	1
1023	1589	1
1	1357	1
699	4503	1
582	4847	1
250	1281	1
135	4505	1
278	1157	1
162	1727	1
87	5812	1
157	1706	1
706	4759	1
707	4770	1
156	1776	1
239	4500	1
239	4499	1
1022	1596	1
1043	1056	1
603	4797	1
1073	1383	1
1073	1418	1
70	2144	1
579	1277	1
1068	21114	1
1073	1369	1
690	4503	1
462	1073	1
1074	6311	1
717	6727	1
1027	1583	1
696	4502	1
67	2830	1
1050	4478	1
426	2330	1
709	4764	1
106	5987	1
687	4758	1
1073	1357	1
135	4485	1
286	1121	1
687	4750	1
67	2827	1
915	870	1
696	4496	1
159	1064	1
709	4489	1
558	933	1
925	842	1
683	4503	1
709	4750	1
71	4556	1
834	12287	1
683	4493	1
322	4821	1
868	2023	1
683	4502	1
814	12033	1
683	4481	1
697	4508	1
964	839	1
662	13222	1
70	2160	1
52	14503	1
492	5471	1
619	4559	1
576	1277	1
680	13452	1
52	14506	1
884	2511	1
603	4789	1
99	5984	1
919	868	1
1021	4823	1
695	4758	1
625	13878	1
1022	1592	1
456	2241	1
974	881	1
660	13211	1
639	6109	1
687	4759	1
709	4760	1
1073	1373	1
619	4554	1
667	7112	1
714	6531	1
1	1414	1
109	4753	1
156	1778	1
837	4822	1
619	4560	1
192	1014	1
364	1387	1
791	5566	1
158	1061	1
660	13262	1
959	841	1
52	5881	1
272	1099	1
741	5562	1
1024	7159	1
699	4764	1
710	4499	1
687	4763	1
797	1490	1
706	4753	1
52	14530	1
708	4505	1
707	4763	1
1067	21076	1
838	4792	1
703	4495	1
159	1065	1
192	920	1
814	12035	1
842	833	1
699	4752	1
621	13880	1
73	4470	1
109	4490	1
99	5982	1
697	4756	1
314	1060	1
325	5516	1
699	4483	1
109	4494	1
135	4496	1
858	5566	1
164	1799	1
1014	873	1
667	7120	1
1080	21124	1
52	5913	1
97	10112	1
589	4835	1
738	6596	1
527	2329	1
1043	1057	1
683	4755	1
239	4506	1
1024	1596	1
1015	4792	1
667	7122	1
690	4765	1
1015	4793	1
52	5867	1
660	13268	1
840	2470	1
566	22230	1
276	1140	1
706	4481	1
1079	21118	1
73	4552	1
392	1356	1
744	5563	1
135	4508	1
717	6720	1
624	13913	1
619	4530	1
709	4758	1
423	1071	1
513	2231	1
109	4763	1
1027	7158	1
89	5854	1
1043	1061	1
98	10114	1
624	13909	1
1068	21123	1
557	1098	1
789	5563	1
732	5562	1
73	4468	1
23	1055	1
469	1073	1
941	2036	1
696	4486	1
1106	22227	1
244	1278	1
1107	6311	1
698	4482	1
278	1152	1
680	13455	1
960	840	1
708	4754	1
600	4901	1
709	4480	1
760	12029	1
1027	7156	1
287	1142	1
693	4748	1
258	1277	1
240	6566	1
915	869	1
652	6106	1
625	13871	1
513	6598	1
98	10121	1
715	6530	1
682	4494	1
714	2220	1
695	4762	1
250	1276	1
770	12028	1
410	2334	1
332	5458	1
842	835	1
885	2072	1
243	1284	1
1080	21119	1
252	1278	1
51	5876	1
667	6332	1
682	4503	1
697	4482	1
683	4492	1
158	1067	1
1089	2220	1
1062	22226	1
962	2490	1
1027	7160	1
67	2802	1
700	4771	1
544	5453	1
708	4484	1
1101	22230	1
667	7090	1
368	5133	1
277	1103	1
162	1723	1
776	12031	1
589	4829	1
318	5457	1
970	7257	1
598	4826	1
683	4507	1
744	853	1
708	4499	1
693	4755	1
707	4755	1
744	5561	1
474	1108	1
322	3877	1
58	14526	1
699	4767	1
639	6110	1
682	4489	1
67	2797	1
792	5561	1
248	1281	1
109	4757	1
265	1277	1
67	2801	1
710	4494	1
683	4771	1
331	2844	1
109	4499	1
369	1403	1
695	4769	1
157	1703	1
1015	4794	1
652	6107	1
414	2330	1
699	4499	1
1084	6617	1
837	4823	1
763	4796	1
250	1279	1
241	1277	1
70	2126	1
714	6515	1
29	2810	1
1024	1586	1
909	868	1
710	4496	1
883	2023	1
700	4764	1
1059	22228	1
682	4506	1
693	4507	1
162	1701	1
51	14471	1
660	13236	1
135	4479	1
650	6106	1
329	5973	1
705	4497	1
256	1276	1
445	5487	1
729	6637	1
729	6638	1
520	4697	1
683	4767	1
1024	1597	1
710	4507	1
1070	21115	1
1027	1597	1
699	4506	1
52	5891	1
706	4482	1
722	6123	1
731	6727	1
558	1103	1
403	6046	1
693	4486	1
67	2834	1
698	4508	1
714	6543	1
709	4762	1
241	1274	1
695	4508	1
1035	5114	1
690	4509	1
52	5883	1
1073	1404	1
1022	1591	1
624	13914	1
67	2795	1
710	4502	1
161	1778	1
1015	4797	1
1101	22232	1
1079	21123	1
580	4791	1
706	4480	1
613	5715	1
779	12031	1
552	1274	1
619	4527	1
832	5566	1
344	1060	1
700	4481	1
698	4755	1
589	4825	1
244	1274	1
109	4501	1
99	5965	1
695	4757	1
505	13517	1
705	4487	1
328	6504	1
1	1415	1
723	13223	1
405	1733	1
58	14522	1
714	6509	1
799	5562	1
457	2243	1
1	1365	1
1024	1589	1
586	4825	1
30	4589	1
1	1382	1
700	4479	1
862	6727	1
706	4494	1
318	5451	1
67	2806	1
699	4766	1
207	5126	1
67	2826	1
731	6625	1
700	4758	1
619	4534	1
158	1058	1
866	612	1
162	1771	1
254	1281	1
109	4761	1
812	2090	1
1022	7157	1
706	4766	1
162	1708	1
368	1385	1
660	13238	1
722	6122	1
706	4508	1
44	5567	1
334	1055	1
1016	4821	1
707	4751	1
598	4832	1
608	4884	1
926	2844	1
1015	4796	1
73	4459	1
682	4501	1
682	4754	1
856	5564	1
428	950	1
693	4497	1
714	6519	1
552	1285	1
1106	22225	1
699	4753	1
52	14528	1
703	4768	1
27	2119	1
574	1284	1
1073	1374	1
763	5561	1
984	881	1
683	4763	1
75	5855	1
700	4506	1
243	1276	1
710	4504	1
690	4769	1
14	2494	1
693	4485	1
239	4496	1
593	5717	1
993	868	1
588	4825	1
271	931	1
543	1079	1
1050	4506	1
715	6517	1
705	4491	1
574	1289	1
99	5953	1
621	13872	1
687	4478	1
660	13213	1
1073	1378	1
