query-id	corpus-id	score
genQ166	166	1
genQ167	167	1
genQ168	168	1
genQ169	169	1
genQ170	170	1
genQ171	171	1
genQ172	172	1
genQ173	173	1
genQ174	174	1
genQ175	175	1
genQ176	176	1
genQ177	177	1
genQ178	178	1
genQ179	179	1
genQ180	180	1
genQ181	181	1
genQ182	182	1
genQ183	183	1
genQ184	184	1
genQ185	185	1
genQ186	186	1
genQ187	187	1
genQ188	188	1
genQ189	189	1
genQ190	190	1
genQ191	191	1
genQ192	192	1
genQ193	193	1
genQ194	194	1
genQ195	195	1
genQ196	196	1
genQ197	197	1
genQ198	198	1
genQ199	199	1
genQ200	200	1
genQ201	201	1
genQ202	202	1
genQ203	203	1
genQ204	204	1
genQ205	205	1
genQ206	206	1
genQ207	207	1
genQ208	208	1
genQ209	209	1
genQ210	210	1
genQ211	211	1
genQ212	212	1
genQ213	213	1
genQ214	214	1
genQ215	215	1
genQ216	216	1
genQ217	217	1
genQ218	218	1
genQ219	219	1
genQ220	220	1
genQ221	221	1
genQ222	222	1
genQ223	223	1
genQ224	224	1
genQ225	225	1
genQ226	226	1
genQ227	227	1
genQ228	228	1
genQ229	229	1
genQ230	230	1
genQ231	231	1
genQ232	232	1
genQ233	233	1
genQ234	234	1
genQ235	235	1
genQ236	236	1
genQ237	237	1
genQ238	238	1
genQ239	239	1
genQ240	240	1
genQ241	241	1
genQ242	242	1
genQ243	243	1
genQ244	244	1
genQ245	245	1
genQ246	246	1
genQ247	247	1
genQ248	248	1
genQ249	249	1
genQ250	250	1
genQ251	251	1
genQ252	252	1
genQ253	253	1
genQ254	254	1
genQ255	255	1
genQ256	256	1
genQ257	257	1
genQ258	258	1
genQ259	259	1
genQ260	260	1
genQ261	261	1
genQ262	262	1
genQ263	263	1
genQ264	264	1
genQ265	265	1
genQ266	266	1
genQ267	267	1
genQ268	268	1
genQ269	269	1
genQ270	270	1
genQ271	271	1
genQ272	272	1
genQ273	273	1
genQ274	274	1
genQ275	275	1
genQ276	276	1
genQ277	277	1
genQ278	278	1
genQ279	279	1
genQ280	280	1
genQ281	281	1
genQ282	282	1
genQ283	283	1
genQ284	284	1
genQ285	285	1
genQ286	286	1
genQ287	287	1
genQ288	288	1
genQ289	289	1
genQ290	290	1
genQ291	291	1
genQ292	292	1
genQ293	293	1
genQ294	294	1
genQ295	295	1
genQ296	296	1
genQ297	297	1
genQ298	298	1
genQ299	299	1
genQ300	300	1
genQ301	301	1
genQ302	302	1
genQ303	303	1
genQ304	304	1
genQ305	305	1
genQ306	306	1
genQ307	307	1
genQ308	308	1
genQ309	309	1
genQ310	310	1
genQ311	311	1
genQ312	312	1
genQ313	313	1
genQ314	314	1
genQ315	315	1
genQ316	316	1
genQ317	317	1
genQ318	318	1
genQ319	319	1
genQ320	320	1
genQ321	321	1
genQ322	322	1
genQ323	323	1
genQ324	324	1
genQ325	325	1
genQ326	326	1
genQ327	327	1
genQ328	328	1
genQ329	329	1
genQ330	330	1
genQ331	331	1
genQ332	332	1
genQ333	333	1
genQ334	334	1
genQ335	335	1
genQ336	336	1
genQ337	337	1
genQ338	338	1
genQ339	339	1
genQ340	340	1
genQ341	341	1
genQ342	342	1
genQ343	343	1
genQ344	344	1
genQ345	345	1
genQ346	346	1
genQ347	347	1
genQ348	348	1
genQ349	349	1
genQ350	350	1
genQ351	351	1
genQ352	352	1
genQ353	353	1
genQ354	354	1
genQ355	355	1
genQ356	356	1
genQ357	357	1
genQ358	358	1
genQ359	359	1
genQ360	360	1
genQ361	361	1
genQ362	362	1
genQ363	363	1
genQ364	364	1
genQ365	365	1
genQ366	366	1
genQ367	367	1
genQ368	368	1
genQ369	369	1
genQ370	370	1
genQ371	371	1
genQ372	372	1
genQ373	373	1
genQ374	374	1
genQ375	375	1
genQ376	376	1
genQ377	377	1
genQ378	378	1
genQ379	379	1
genQ380	380	1
genQ381	381	1
genQ382	382	1
genQ383	383	1
genQ384	384	1
genQ385	385	1
genQ386	386	1
genQ387	387	1
genQ388	388	1
genQ389	389	1
genQ390	390	1
genQ391	391	1
genQ392	392	1
genQ393	393	1
genQ394	394	1
genQ395	395	1
genQ396	396	1
genQ397	397	1
genQ398	398	1
genQ399	399	1
genQ400	400	1
genQ401	401	1
genQ402	402	1
genQ403	403	1
genQ404	404	1
genQ405	405	1
genQ406	406	1
genQ407	407	1
genQ408	408	1
genQ409	409	1
genQ410	410	1
genQ411	411	1
genQ412	412	1
genQ413	413	1
genQ414	414	1
genQ415	415	1
genQ416	416	1
genQ417	417	1
genQ418	418	1
genQ419	419	1
genQ420	420	1
genQ421	421	1
genQ422	422	1
genQ423	423	1
genQ424	424	1
genQ425	425	1
genQ426	426	1
genQ427	427	1
genQ428	428	1
genQ429	429	1
genQ430	430	1
genQ431	431	1
genQ432	432	1
genQ433	433	1
genQ434	434	1
genQ435	435	1
genQ436	436	1
genQ437	437	1
genQ438	438	1
genQ439	439	1
genQ440	440	1
genQ441	441	1
genQ442	442	1
genQ443	443	1
genQ444	444	1
genQ445	445	1
genQ446	446	1
genQ447	447	1
genQ448	448	1
genQ449	449	1
genQ450	450	1
genQ451	451	1
genQ452	452	1
genQ453	453	1
genQ454	454	1
genQ455	455	1
genQ456	456	1
genQ457	457	1
genQ458	458	1
genQ459	459	1
genQ460	460	1
genQ461	461	1
genQ462	462	1
genQ463	463	1
genQ464	464	1
genQ465	465	1
genQ466	466	1
genQ467	467	1
genQ468	468	1
genQ469	469	1
genQ470	470	1
genQ471	471	1
genQ472	472	1
genQ473	473	1
genQ474	474	1
genQ475	475	1
genQ476	476	1
genQ477	477	1
genQ478	478	1
genQ479	479	1
genQ480	480	1
genQ481	481	1
genQ482	482	1
genQ483	483	1
genQ484	484	1
genQ485	485	1
genQ486	486	1
genQ487	487	1
genQ488	488	1
genQ489	489	1
genQ490	490	1
genQ491	491	1
genQ492	492	1
genQ493	493	1
genQ494	494	1
genQ495	495	1
genQ496	496	1
genQ497	497	1
genQ498	498	1
genQ499	499	1
genQ500	500	1
genQ501	501	1
genQ502	502	1
genQ503	503	1
genQ504	504	1
genQ505	505	1
genQ506	506	1
genQ507	507	1
genQ508	508	1
genQ509	509	1
genQ510	510	1
genQ511	511	1
genQ512	512	1
genQ513	513	1
genQ514	514	1
genQ515	515	1
genQ516	516	1
genQ517	517	1
genQ518	518	1
genQ519	519	1
genQ520	520	1
genQ521	521	1
genQ522	522	1
genQ523	523	1
genQ524	524	1
genQ525	525	1
genQ526	526	1
genQ527	527	1
genQ528	528	1
genQ529	529	1
genQ530	530	1
genQ531	531	1
genQ532	532	1
genQ533	533	1
genQ534	534	1
genQ535	535	1
genQ536	536	1
genQ537	537	1
genQ538	538	1
genQ539	539	1
genQ540	540	1
genQ541	541	1
genQ542	542	1
genQ543	543	1
genQ544	544	1
genQ545	545	1
genQ546	546	1
genQ547	547	1
genQ548	548	1
genQ549	549	1
genQ550	550	1
genQ551	551	1
genQ552	552	1
genQ553	553	1
genQ554	554	1
genQ555	555	1
genQ556	556	1
genQ557	557	1
genQ558	558	1
genQ559	559	1
genQ560	560	1
genQ561	561	1
genQ562	562	1
genQ563	563	1
genQ564	564	1
genQ565	565	1
genQ566	566	1
genQ567	567	1
genQ568	568	1
genQ569	569	1
genQ570	570	1
genQ571	571	1
genQ572	572	1
genQ573	573	1
genQ574	574	1
genQ575	575	1
genQ576	576	1
genQ577	577	1
genQ578	578	1
genQ579	579	1
genQ580	580	1
genQ581	581	1
genQ582	582	1
genQ583	583	1
genQ584	584	1
genQ585	585	1
genQ586	586	1
genQ587	587	1
genQ588	588	1
genQ589	589	1
genQ590	590	1
genQ591	591	1
genQ592	592	1
genQ593	593	1
genQ594	594	1
genQ595	595	1
genQ596	596	1
genQ597	597	1
genQ598	598	1
genQ599	599	1
genQ600	600	1
genQ601	601	1
genQ602	602	1
genQ603	603	1
genQ604	604	1
genQ605	605	1
genQ606	606	1
genQ607	607	1
genQ608	608	1
genQ609	609	1
genQ610	610	1
genQ611	611	1
genQ612	612	1
genQ613	613	1
genQ614	614	1
genQ615	615	1
genQ616	616	1
genQ617	617	1
genQ618	618	1
genQ619	619	1
genQ620	620	1
genQ621	621	1
genQ622	622	1
genQ623	623	1
genQ624	624	1
genQ625	625	1
genQ626	626	1
genQ627	627	1
genQ628	628	1
genQ629	629	1
genQ630	630	1
genQ631	631	1
genQ632	632	1
genQ633	633	1
genQ634	634	1
genQ635	635	1
genQ636	636	1
genQ637	637	1
genQ638	638	1
genQ639	639	1
genQ640	640	1
genQ641	641	1
genQ642	642	1
genQ643	643	1
genQ644	644	1
genQ645	645	1
genQ646	646	1
genQ647	647	1
genQ648	648	1
genQ649	649	1
genQ650	650	1
genQ651	651	1
genQ652	652	1
genQ653	653	1
genQ654	654	1
genQ655	655	1
genQ656	656	1
genQ657	657	1
genQ658	658	1
genQ659	659	1
genQ660	660	1
genQ661	661	1
genQ662	662	1
genQ663	663	1
genQ664	664	1
genQ665	665	1
genQ666	666	1
genQ667	667	1
genQ668	668	1
genQ669	669	1
genQ670	670	1
genQ671	671	1
genQ672	672	1
genQ673	673	1
genQ674	674	1
genQ675	675	1
genQ676	676	1
genQ677	677	1
genQ678	678	1
genQ679	679	1
genQ680	680	1
genQ681	681	1
genQ682	682	1
genQ683	683	1
genQ684	684	1
genQ685	685	1
genQ686	686	1
genQ687	687	1
genQ688	688	1
genQ689	689	1
genQ690	690	1
genQ691	691	1
genQ692	692	1
genQ693	693	1
genQ694	694	1
genQ695	695	1
genQ696	696	1
genQ697	697	1
genQ698	698	1
genQ699	699	1
genQ700	700	1
genQ701	701	1
genQ702	702	1
genQ703	703	1
genQ704	704	1
genQ705	705	1
genQ706	706	1
genQ707	707	1
genQ708	708	1
genQ709	709	1
genQ710	710	1
genQ711	711	1
genQ712	712	1
genQ713	713	1
genQ714	714	1
genQ715	715	1
genQ716	716	1
genQ717	717	1
genQ718	718	1
genQ719	719	1
genQ720	720	1
genQ721	721	1
genQ722	722	1
genQ723	723	1
genQ724	724	1
genQ725	725	1
genQ726	726	1
genQ727	727	1
genQ728	728	1
genQ729	729	1
genQ730	730	1
genQ731	731	1
genQ732	732	1
genQ733	733	1
genQ734	734	1
genQ735	735	1
genQ736	736	1
genQ737	737	1
genQ738	738	1
genQ739	739	1
genQ740	740	1
genQ741	741	1
genQ742	742	1
genQ743	743	1
genQ744	744	1
genQ745	745	1
genQ746	746	1
genQ747	747	1
genQ748	748	1
genQ749	749	1
genQ750	750	1
genQ751	751	1
genQ752	752	1
genQ753	753	1
genQ754	754	1
genQ755	755	1
genQ756	756	1
genQ757	757	1
genQ758	758	1
genQ759	759	1
genQ760	760	1
genQ761	761	1
genQ762	762	1
genQ763	763	1
genQ764	764	1
genQ765	765	1
genQ766	766	1
genQ767	767	1
genQ768	768	1
genQ769	769	1
genQ770	770	1
genQ771	771	1
genQ772	772	1
genQ773	773	1
genQ774	774	1
genQ775	775	1
genQ776	776	1
genQ777	777	1
genQ778	778	1
genQ779	779	1
genQ780	780	1
genQ781	781	1
genQ782	782	1
genQ783	783	1
genQ784	784	1
genQ785	785	1
genQ786	786	1
genQ787	787	1
genQ788	788	1
genQ789	789	1
genQ790	790	1
genQ791	791	1
genQ792	792	1
genQ793	793	1
genQ794	794	1
genQ795	795	1
genQ796	796	1
genQ797	797	1
genQ798	798	1
genQ799	799	1
genQ800	800	1
genQ801	801	1
genQ802	802	1
genQ803	803	1
genQ804	804	1
genQ805	805	1
genQ806	806	1
genQ807	807	1
genQ808	808	1
genQ809	809	1
genQ810	810	1
genQ811	811	1
genQ812	812	1
genQ813	813	1
genQ814	814	1
genQ815	815	1
genQ816	816	1
genQ817	817	1
genQ818	818	1
genQ819	819	1
genQ820	820	1
genQ821	821	1
genQ822	822	1
genQ823	823	1
genQ824	824	1
genQ825	825	1
genQ826	826	1
genQ827	827	1
genQ828	828	1
genQ829	829	1
genQ830	830	1
genQ831	831	1
genQ832	832	1
genQ833	833	1
genQ834	834	1
genQ835	835	1
genQ836	836	1
genQ837	837	1
genQ838	838	1
genQ839	839	1
genQ840	840	1
genQ841	841	1
genQ842	842	1
genQ843	843	1
genQ844	844	1
genQ845	845	1
genQ846	846	1
genQ847	847	1
genQ848	848	1
genQ849	849	1
genQ850	850	1
genQ851	851	1
genQ852	852	1
genQ853	853	1
genQ854	854	1
genQ855	855	1
genQ856	856	1
genQ857	857	1
genQ858	858	1
genQ859	859	1
genQ860	860	1
genQ861	861	1
genQ862	862	1
genQ863	863	1
genQ864	864	1
genQ865	865	1
genQ866	866	1
genQ867	867	1
genQ868	868	1
genQ869	869	1
genQ870	870	1
genQ871	871	1
genQ872	872	1
genQ873	873	1
genQ874	874	1
genQ875	875	1
genQ876	876	1
genQ877	877	1
genQ878	878	1
genQ879	879	1
genQ880	880	1
genQ881	881	1
genQ882	882	1
genQ883	883	1
genQ884	884	1
genQ885	885	1
genQ886	886	1
genQ887	887	1
genQ888	888	1
genQ889	889	1
genQ890	890	1
genQ891	891	1
genQ892	892	1
genQ893	893	1
genQ894	894	1
genQ895	895	1
genQ896	896	1
genQ897	897	1
genQ898	898	1
genQ899	899	1
genQ900	900	1
genQ901	901	1
genQ902	902	1
genQ903	903	1
genQ904	904	1
genQ905	905	1
genQ906	906	1
genQ907	907	1
genQ908	908	1
genQ909	909	1
genQ910	910	1
genQ911	911	1
genQ912	912	1
genQ913	913	1
genQ914	914	1
genQ915	915	1
genQ916	916	1
genQ917	917	1
genQ918	918	1
genQ919	919	1
genQ920	920	1
genQ921	921	1
genQ922	922	1
genQ923	923	1
genQ924	924	1
genQ925	925	1
genQ926	926	1
genQ927	927	1
genQ928	928	1
genQ929	929	1
genQ930	930	1
genQ931	931	1
genQ932	932	1
genQ933	933	1
genQ934	934	1
genQ935	935	1
genQ936	936	1
genQ937	937	1
genQ938	938	1
genQ939	939	1
genQ940	940	1
genQ941	941	1
genQ942	942	1
genQ943	943	1
genQ944	944	1
genQ945	945	1
genQ946	946	1
genQ947	947	1
genQ948	948	1
genQ949	949	1
genQ950	950	1
genQ951	951	1
genQ952	952	1
genQ953	953	1
genQ954	954	1
genQ955	955	1
genQ956	956	1
genQ957	957	1
genQ958	958	1
genQ959	959	1
genQ960	960	1
genQ961	961	1
genQ962	962	1
genQ963	963	1
genQ964	964	1
genQ965	965	1
genQ966	966	1
genQ967	967	1
genQ968	968	1
genQ969	969	1
genQ970	970	1
genQ971	971	1
genQ972	972	1
genQ973	973	1
genQ974	974	1
genQ975	975	1
genQ976	976	1
genQ977	977	1
genQ978	978	1
genQ979	979	1
genQ980	980	1
genQ981	981	1
genQ982	982	1
genQ983	983	1
genQ984	984	1
genQ985	985	1
genQ986	986	1
genQ987	987	1
genQ988	988	1
genQ989	989	1
genQ990	990	1
genQ991	991	1
genQ992	992	1
genQ993	993	1
genQ994	994	1
genQ995	995	1
genQ996	996	1
genQ997	997	1
genQ998	998	1
genQ999	999	1
genQ1000	1000	1
genQ1001	1001	1
genQ1002	1002	1
genQ1003	1003	1
genQ1004	1004	1
genQ1005	1005	1
genQ1006	1006	1
genQ1007	1007	1
genQ1008	1008	1
genQ1009	1009	1
genQ1010	1010	1
genQ1011	1011	1
genQ1012	1012	1
genQ1013	1013	1
genQ1014	1014	1
genQ1015	1015	1
genQ1016	1016	1
genQ1017	1017	1
genQ1018	1018	1
genQ1019	1019	1
genQ1020	1020	1
genQ1021	1021	1
genQ1022	1022	1
genQ1023	1023	1
genQ1024	1024	1
genQ1025	1025	1
genQ1026	1026	1
genQ1027	1027	1
genQ1028	1028	1
genQ1029	1029	1
genQ1030	1030	1
genQ1031	1031	1
genQ1032	1032	1
genQ1033	1033	1
genQ1034	1034	1
genQ1035	1035	1
genQ1036	1036	1
genQ1037	1037	1
genQ1038	1038	1
genQ1039	1039	1
genQ1040	1040	1
genQ1041	1041	1
genQ1042	1042	1
genQ1043	1043	1
genQ1044	1044	1
genQ1045	1045	1
genQ1046	1046	1
genQ1047	1047	1
genQ1048	1048	1
genQ1049	1049	1
genQ1050	1050	1
genQ1051	1051	1
genQ1052	1052	1
genQ1053	1053	1
genQ1054	1054	1
genQ1055	1055	1
genQ1056	1056	1
genQ1057	1057	1
genQ1058	1058	1
genQ1059	1059	1
genQ1060	1060	1
genQ1061	1061	1
genQ1062	1062	1
genQ1063	1063	1
genQ1064	1064	1
genQ1065	1065	1
genQ1066	1066	1
genQ1067	1067	1
genQ1068	1068	1
genQ1069	1069	1
genQ1070	1070	1
genQ1071	1071	1
genQ1072	1072	1
genQ1073	1073	1
genQ1074	1074	1
genQ1075	1075	1
genQ1076	1076	1
genQ1077	1077	1
genQ1078	1078	1
genQ1079	1079	1
genQ1080	1080	1
genQ1081	1081	1
genQ1082	1082	1
genQ1083	1083	1
genQ1084	1084	1
genQ1085	1085	1
genQ1086	1086	1
genQ1087	1087	1
genQ1088	1088	1
genQ1089	1089	1
genQ1090	1090	1
genQ1091	1091	1
genQ1092	1092	1
genQ1093	1093	1
genQ1094	1094	1
genQ1095	1095	1
genQ1096	1096	1
genQ1097	1097	1
genQ1098	1098	1
genQ1099	1099	1
genQ1100	1100	1
genQ1101	1101	1
genQ1102	1102	1
genQ1103	1103	1
genQ1104	1104	1
genQ1105	1105	1
genQ1106	1106	1
genQ1107	1107	1
genQ1108	1108	1
genQ1109	1109	1
genQ1110	1110	1
genQ1111	1111	1
genQ1112	1112	1
genQ1113	1113	1
genQ1114	1114	1
genQ1115	1115	1
genQ1116	1116	1
genQ1117	1117	1
genQ1118	1118	1
genQ1119	1119	1
genQ1120	1120	1
genQ1121	1121	1
genQ1122	1122	1
genQ1123	1123	1
genQ1124	1124	1
genQ1125	1125	1
genQ1126	1126	1
genQ1127	1127	1
genQ1128	1128	1
genQ1129	1129	1
genQ1130	1130	1
genQ1131	1131	1
genQ1132	1132	1
genQ1133	1133	1
genQ1134	1134	1
genQ1135	1135	1
genQ1136	1136	1
genQ1137	1137	1
genQ1138	1138	1
genQ1139	1139	1
genQ1140	1140	1
genQ1141	1141	1
genQ1142	1142	1
genQ1143	1143	1
genQ1144	1144	1
genQ1145	1145	1
genQ1146	1146	1
genQ1147	1147	1
genQ1148	1148	1
genQ1149	1149	1
genQ1150	1150	1
genQ1151	1151	1
genQ1152	1152	1
genQ1153	1153	1
genQ1154	1154	1
genQ1155	1155	1
genQ1156	1156	1
genQ1157	1157	1
genQ1158	1158	1
genQ1159	1159	1
genQ1160	1160	1
genQ1161	1161	1
genQ1162	1162	1
genQ1163	1163	1
genQ1164	1164	1
genQ1165	1165	1
genQ1166	1166	1
genQ1167	1167	1
genQ1168	1168	1
genQ1169	1169	1
genQ1170	1170	1
genQ1171	1171	1
genQ1172	1172	1
genQ1173	1173	1
genQ1174	1174	1
genQ1175	1175	1
genQ1176	1176	1
genQ1177	1177	1
genQ1178	1178	1
genQ1179	1179	1
genQ1180	1180	1
genQ1181	1181	1
genQ1182	1182	1
genQ1183	1183	1
genQ1184	1184	1
genQ1185	1185	1
genQ1186	1186	1
genQ1187	1187	1
genQ1188	1188	1
genQ1189	1189	1
genQ1190	1190	1
genQ1191	1191	1
genQ1192	1192	1
genQ1193	1193	1
genQ1194	1194	1
genQ1195	1195	1
genQ1196	1196	1
genQ1197	1197	1
genQ1198	1198	1
genQ1199	1199	1
genQ1200	1200	1
genQ1201	1201	1
genQ1202	1202	1
genQ1203	1203	1
genQ1204	1204	1
genQ1205	1205	1
genQ1206	1206	1
genQ1207	1207	1
genQ1208	1208	1
genQ1209	1209	1
genQ1210	1210	1
genQ1211	1211	1
genQ1212	1212	1
genQ1213	1213	1
genQ1214	1214	1
genQ1215	1215	1
genQ1216	1216	1
genQ1217	1217	1
genQ1218	1218	1
genQ1219	1219	1
genQ1220	1220	1
genQ1221	1221	1
genQ1222	1222	1
genQ1223	1223	1
genQ1224	1224	1
genQ1225	1225	1
genQ1226	1226	1
genQ1227	1227	1
genQ1228	1228	1
genQ1229	1229	1
genQ1230	1230	1
genQ1231	1231	1
genQ1232	1232	1
genQ1233	1233	1
genQ1234	1234	1
genQ1235	1235	1
genQ1236	1236	1
genQ1237	1237	1
genQ1238	1238	1
genQ1239	1239	1
genQ1240	1240	1
genQ1241	1241	1
genQ1242	1242	1
genQ1243	1243	1
genQ1244	1244	1
genQ1245	1245	1
genQ1246	1246	1
genQ1247	1247	1
genQ1248	1248	1
genQ1249	1249	1
genQ1250	1250	1
genQ1251	1251	1
genQ1252	1252	1
genQ1253	1253	1
genQ1254	1254	1
genQ1255	1255	1
genQ1256	1256	1
genQ1257	1257	1
genQ1258	1258	1
genQ1259	1259	1
genQ1260	1260	1
genQ1261	1261	1
genQ1262	1262	1
genQ1263	1263	1
genQ1264	1264	1
genQ1265	1265	1
genQ1266	1266	1
genQ1267	1267	1
genQ1268	1268	1
genQ1269	1269	1
genQ1270	1270	1
genQ1271	1271	1
genQ1272	1272	1
genQ1273	1273	1
genQ1274	1274	1
genQ1275	1275	1
genQ1276	1276	1
genQ1277	1277	1
genQ1278	1278	1
genQ1279	1279	1
genQ1280	1280	1
genQ1281	1281	1
genQ1282	1282	1
genQ1283	1283	1
genQ1284	1284	1
genQ1285	1285	1
genQ1286	1286	1
genQ1287	1287	1
genQ1288	1288	1
genQ1289	1289	1
genQ1290	1290	1
genQ1291	1291	1
genQ1292	1292	1
genQ1293	1293	1
genQ1294	1294	1
genQ1295	1295	1
genQ1296	1296	1
genQ1297	1297	1
genQ1298	1298	1
genQ1299	1299	1
genQ1300	1300	1
genQ1301	1301	1
genQ1302	1302	1
genQ1303	1303	1
genQ1304	1304	1
genQ1305	1305	1
genQ1306	1306	1
genQ1307	1307	1
genQ1308	1308	1
genQ1309	1309	1
genQ1310	1310	1
genQ1311	1311	1
genQ1312	1312	1
genQ1313	1313	1
genQ1314	1314	1
genQ1315	1315	1
genQ1316	1316	1
genQ1317	1317	1
genQ1318	1318	1
genQ1319	1319	1
genQ1320	1320	1
genQ1321	1321	1
genQ1322	1322	1
genQ1323	1323	1
genQ1324	1324	1
genQ1325	1325	1
genQ1326	1326	1
genQ1327	1327	1
genQ1328	1328	1
genQ1329	1329	1
genQ1330	1330	1
genQ1331	1331	1
genQ1332	1332	1
genQ1333	1333	1
genQ1334	1334	1
genQ1335	1335	1
genQ1336	1336	1
genQ1337	1337	1
genQ1338	1338	1
genQ1339	1339	1
genQ1340	1340	1
genQ1341	1341	1
genQ1342	1342	1
genQ1343	1343	1
genQ1344	1344	1
genQ1345	1345	1
genQ1346	1346	1
genQ1347	1347	1
genQ1348	1348	1
genQ1349	1349	1
genQ1350	1350	1
genQ1351	1351	1
genQ1352	1352	1
genQ1353	1353	1
genQ1354	1354	1
genQ1355	1355	1
genQ1356	1356	1
genQ1357	1357	1
genQ1358	1358	1
genQ1359	1359	1
genQ1360	1360	1
genQ1361	1361	1
genQ1362	1362	1
genQ1363	1363	1
genQ1364	1364	1
genQ1365	1365	1
genQ1366	1366	1
genQ1367	1367	1
genQ1368	1368	1
genQ1369	1369	1
genQ1370	1370	1
genQ1371	1371	1
genQ1372	1372	1
genQ1373	1373	1
genQ1374	1374	1
genQ1375	1375	1
genQ1376	1376	1
genQ1377	1377	1
genQ1378	1378	1
genQ1379	1379	1
genQ1380	1380	1
genQ1381	1381	1
genQ1382	1382	1
genQ1383	1383	1
genQ1384	1384	1
genQ1385	1385	1
genQ1386	1386	1
genQ1387	1387	1
genQ1388	1388	1
genQ1389	1389	1
genQ1390	1390	1
genQ1391	1391	1
genQ1392	1392	1
genQ1393	1393	1
genQ1394	1394	1
genQ1395	1395	1
genQ1396	1396	1
genQ1397	1397	1
genQ1398	1398	1
genQ1399	1399	1
genQ1400	1400	1
genQ1401	1401	1
genQ1402	1402	1
genQ1403	1403	1
genQ1404	1404	1
genQ1405	1405	1
genQ1406	1406	1
genQ1407	1407	1
genQ1408	1408	1
genQ1409	1409	1
genQ1410	1410	1
genQ1411	1411	1
genQ1412	1412	1
genQ1413	1413	1
genQ1414	1414	1
genQ1415	1415	1
genQ1416	1416	1
genQ1417	1417	1
genQ1418	1418	1
genQ1419	1419	1
genQ1420	1420	1
genQ1421	1421	1
genQ1422	1422	1
genQ1423	1423	1
genQ1424	1424	1
genQ1425	1425	1
genQ1426	1426	1
genQ1427	1427	1
genQ1428	1428	1
genQ1429	1429	1
genQ1430	1430	1
genQ1431	1431	1
genQ1432	1432	1
genQ1433	1433	1
genQ1434	1434	1
genQ1435	1435	1
genQ1436	1436	1
genQ1437	1437	1
genQ1438	1438	1
genQ1439	1439	1
genQ1440	1440	1
genQ1441	1441	1
genQ1442	1442	1
genQ1443	1443	1
genQ1444	1444	1
genQ1445	1445	1
genQ1446	1446	1
genQ1447	1447	1
genQ1448	1448	1
genQ1449	1449	1
genQ1450	1450	1
genQ1451	1451	1
genQ1452	1452	1
